entity	type	rank_sampling	rank_passive	rank_diff
Gustavo_Victoria	wikicat_Converts_to_Islam	130	243	-113
Serge_Gainsbourg	wikicat_Mercury_Records_artists	113	227	-114
Richard_Barthelmess	wikicat_People_from_Long_Island	66	180	-114
Robert_Fogel	wikicat_American_historians	1	115	-114
Mia_Farrow	wikicat_UNICEF_people	464	579	-115
Rodney_Bush	wikicat_White_South_African_people	648	763	-115
Reba_McEntire	wikicat_American_female_country_singers	51	166	-115
Bechara_Oliveira	wikicat_Odense_Boldklub_players	34	151	-117
Order_of_the_Nile	wikicat_Orders_of_knighthood_awarded_to_heads_of_state,_consorts_and_sovereign_family_members	1	118	-117
Silkeborg	wordnet_administrative_district_108491826	243	360	-117
Karl_Marx	wikicat_German_journalists	212	330	-118
Richard_Dawkins	wikicat_Critics_of_religions	17	135	-118
Ezequiel_Lavezzi	wikicat_Medalists_at_the_2008_Summer_Olympics	9	128	-119
Anthony_Eden	wikicat_Conservative_Party_(UK)_politicians	48	168	-120
Francis_Bacon	wikicat_Empiricists	29	150	-121
Jean-Paul_Sartre	wikicat_Psychedelic_drug_advocates	92	213	-121
Henri_Lefebvre	wikicat_Marxist_humanists	297	419	-122
Peter_Sarsgaard	wikicat_American_people_of_Danish_descent	44	167	-123
Mamadou_Bagayoko	wikicat_Doncaster_Rovers_F.C._players	198	322	-124
Henry_Jaglom	wikicat_American_dramatists_and_playwrights	69	193	-124
Mahesh_Babu	wikicat_Telugu_male_actors	15342	15471	-129
Valparaíso	wordnet_administrative_district_108491826	5	134	-129
Thiago_Maciel	wikicat_Betim_Esporte_Clube_players	54	183	-129
Nikita_Rukavytsya	wikicat_K.S.V._Roeselare_players	143	273	-130
Ethio-Somali_War	wikicat_Wars_involving_Yemen	10013	10143	-130
Karl_Marx	wikicat_English_revolutionaries	91	222	-131
Bruno_Šundov	wikicat_CB_Lucentum_Alicante_players	161	292	-131
Giovanny_Espinoza	wikicat_C.F._Monterrey_footballers	288	419	-131
Nenad_Stojanović	wikicat_Yugoslav_footballers	30	161	-131
Damián_Manso	wikicat_Expatriate_footballers_in_Ecuador	61	193	-132
Cédric_Roussel	wikicat_Walloon_people	99	234	-135
Michael_Thwaite	wikicat_Wisła_Kraków_players	13	148	-135
1._FC_Kaiserslautern	wikicat_Association_football_clubs_established_in_1900	47	183	-136
Jimmy_Oliver	wikicat_ABA_League_players	61	198	-137
Kalusha_Bwalya	wikicat_Cercle_Brugge_K.S.V._players	109	247	-138
Steve_Jones_(Northern_Irish_footballer)	wikicat_Bradford_City_A.F.C._players	17	156	-139
Fredrik_Björck	wikicat_Tromsø_IL_players	612	751	-139
Nenad_Stojanović	wikicat_FK_Leotar_players	223	362	-139
Alexander_Haig	wikicat_American_generals	29	168	-139
Édison_Méndez	wikicat_2014_FIFA_World_Cup_players	56	196	-140
Kim_Nam-il	wikicat_2002_CONCACAF_Gold_Cup_players	97	238	-141
Claudette_Colbert	wikicat_Kennedy_Center_honorees	91	232	-141
Neil_Lennon	wikicat_Northern_Ireland_B_international_footballers	358	500	-142
Ljubljana	wikicat_Capitals_in_Europe	80	222	-142
Leonid_Hurwicz	wikicat_American_people_of_Polish-Jewish_descent	112	255	-143
Craig_McAllister	wikicat_Crawley_Town_F.C._players	199	342	-143
Nana_Falemi	wikicat_FC_Volyn_Lutsk_players	83	226	-143
Vlatko_Marković	wikicat_Croatia_national_football_team_managers	33	177	-144
Memphis,_Tennessee	wikicat_Planned_cities_in_the_United_States	86	231	-145
Fábio_Bilica	wikicat_Olympic_footballers_of_Brazil	443	590	-147
Jamie_Lee_Curtis	wikicat_American_people_of_Hungarian-Jewish_descent	35	182	-147
Mario_Cáceres	wikicat_Liga_MX_footballers	177	325	-148
Giovane_Élber	wikicat_Olympique_Lyonnais_players	28	177	-149
FK_Hajduk_Kula	wikicat_Association_football_clubs_established_in_1912	24	173	-149
Rijeka	wikicat_Capitals_of_former_nations	29	179	-150
Pyrzyce_County	wikicat_Counties_of_Poland	23	173	-150
Leeds	wordnet_administrative_district_108491826	15	165	-150
Oleg_Dolmatov	wikicat_FC_Dynamo_Saint_Petersburg_managers	16449	16600	-151
University_of_Freiburg	wikicat_Educational_institutions_established_in_the_15th_century	57	208	-151
Neville_Chamberlain_(footballer)	wikicat_English_football_managers	48	200	-152
TuS_Celle_FC	wikicat_Association_football_clubs_established_in_1945	24	177	-153
Chakhir_Belghazouani	wikicat_Morocco_international_footballers	15	169	-154
Santiago_Cañizares	wikicat_People_from_Madrid	81	238	-157
George_Carlin	wikicat_American_non-fiction_writers	66	224	-158
Phil_Keaggy	wikicat_Fingerstyle_guitarists	16427	16585	-158
Auckland_City_FC	wordnet_club_108227214	8	167	-159
Birmingham,_Michigan	wikicat_Cities_in_Oakland_County,_Michigan	16238	16398	-160
Dennis_William_Sciama	wikicat_People_educated_at_Malvern_College	763	924	-161
Dieter_Van_Tornhout	wikicat_People_from_Ghent	14740	14901	-161
Thomas_Paine	wikicat_People_from_Greenwich_Village,_New_York	873	1035	-162
Nelson_Mandela	wikicat_Pacifists	5	167	-162
Fritz_Lang	wikicat_American_people_of_Austrian_descent	241	405	-164
Thiruvananthapuram	wordnet_administrative_district_108491826	36	200	-164
John_Badham	wikicat_English_television_directors	16	181	-165
Aristotle	wikicat_Philosophers_of_language	35	200	-165
John_McGlashan_(footballer)	wikicat_Cambridge_United_F.C._players	6	172	-166
Chris_de_Burgh	wikicat_Irish_pop_singers	143	309	-166
Portland_Pride	wordnet_club_108227214	2	170	-168
Tarbes	wikicat_Communes_of_Hautes-Pyrénées	12073	12243	-170
John_Cassavetes	wikicat_Film_directors_from_New_York_City	122	292	-170
Karl_Marx	wikicat_People_from_the_Rhine_Province	143	314	-171
Thomas_Jefferson	wikicat_Classical_liberals	75	246	-171
Robert_Bunsen	wikicat_19th-century_German_people	21	192	-171
Charlie_Davies	wikicat_FC_Sochaux-Montbéliard_players	1371	1542	-171
Virginia_Beach,_Virginia	wikicat_Populated_places_established_in_1906	280	452	-172
Sarah_Jessica_Parker	wikicat_UNICEF_people	333	505	-172
Dario_Dabac	wikicat_Association_football_fullbacks	352	525	-173
Søren_Kierkegaard	wikicat_Danish_people	51	226	-175
James_Stansfield	wikicat_Liversedge_F.C._players	23	198	-175
Swansea	wordnet_administrative_district_108491826	6	183	-177
Robert_Altman	wikicat_Film_directors_from_Missouri	654	832	-178
Barack_Obama	wikicat_American_male_writers	175	353	-178
Jean-Emmanuel_Effa_Owona	wikicat_Elazığspor_footballers	195	373	-178
David_Cox_(statistician)	wikicat_Probability_theorists	57	239	-182
Artavazd_Karamyan	wikicat_FC_Steaua_București_players	262	444	-182
Toshiko_Akiyoshi	wikicat_Hard_bop_pianists	77	260	-183
University_of_Warsaw	wordnet_university_108286569	8	191	-183
Slunj	wordnet_administrative_district_108491826	14	198	-184
Nikola_Jozić	wikicat_Eintracht_Frankfurt_players	227	411	-184
Münster	wordnet_administrative_district_108491826	75	259	-184
Gene_Kelly	wikicat_American_male_musical_theatre_actors	42	228	-186
Josiesley_Ferreira_Rosa	wikicat_Clube_Atlético_Mineiro_players	40	226	-186
Eric_Clapton	wikicat_Warner_Bros._Records_artists	810	997	-187
Alexander_Søderlund	wikicat_Expatriate_footballers_in_Italy	265	452	-187
50_Cent	wikicat_Shoe_designers	15713	15902	-189
University_College_Dublin	wikicat_Universities_and_colleges_in_the_Republic_of_Ireland	11327	11516	-189
Manuel_Blum	wikicat_Living_people	8	197	-189
John_Magnier	wordnet_person_100007846	4	194	-190
Turan_Tovuz_PFK	wikicat_Association_football_clubs_established_in_1954	234	424	-190
William_Golding	wikicat_Royal_Navy_sailors	925	1118	-193
Friedrich_Engels	wikicat_19th-century_Prussian_people	78	272	-194
Jerry_Siegel	wikicat_Science_fiction_fans	137	332	-195
Martin_Luther_King,_Jr.	wikicat_Nonviolence_advocates	175	371	-196
Persija_Jakarta	wikicat_Association_football_clubs_established_in_1928	175	372	-197
Karl_Marx	wikicat_Historians_of_economic_thought	252	450	-198
David_Shire	wikicat_Yale_University_alumni	303	501	-198
Hamburg	wikicat_Port_cities_and_towns_of_the_North_Sea	46	245	-199
Paul_Bastock	wikicat_English_expatriate_footballers	63	262	-199
University_of_New_Brunswick	wikicat_Educational_institutions_established_in_the_1780s	66	265	-199
David_Byrne	wikicat_Scottish_male_film_actors	189	389	-200
Johnny_Carson	wikicat_United_States_Navy_officers	167	368	-201
Connacht	wordnet_administrative_district_108491826	3	204	-201
Doris_Lessing	wikicat_20th-century_dramatists_and_playwrights	63	265	-202
Georg_Wilhelm_Friedrich_Hegel	wikicat_19th-century_educators	399	603	-204
Bradley_Thomas_(footballer)	wikicat_Braintree_Town_F.C._players	120	326	-206
Bono	wikicat_Irish_rock_singers	16	223	-207
Arne_Friedrich	wikicat_UEFA_Euro_2008_players	64	273	-209
Chakhir_Belghazouani	wikicat_Moroccan_footballers	16	225	-209
Bruno_Šundov	wikicat_Maccabi_Tel_Aviv_B.C._players	53	262	-209
Aaran_Lines	wikicat_SV_Werder_Bremen_players	240	450	-210
Al-Taawon_FC	wikicat_Association_football_clubs_established_in_1956	1076	1286	-210
U.S._Pergolettese_1932	wikicat_Association_football_clubs_established_in_1932	221	431	-210
Dwight_D._Eisenhower	wikicat_United_States_Army_generals	40	251	-211
Michel_Aflaq	wikicat_Arab_politicians	153	364	-211
Columbus,_Ohio	wikicat_Planned_cities_in_the_United_States	179	390	-211
Joshua_Jackson	wikicat_Canadian_male_child_actors	85	298	-213
Hermann_Hreiðarsson	wikicat_Brentford_F.C._players	30	243	-213
Daniel_McBreen	wikicat_Expatriate_footballers_in_China	23	238	-215
Russ_Tamblyn	wikicat_American_male_dancers	273	489	-216
Julianne_Moore	wikicat_Actors_from_New_York_City	62	278	-216
1._FC_Cologne	wikicat_Association_football_clubs_established_in_1948	8	224	-216
Yaroslav_Svorak	wikicat_Living_people	3	219	-216
George_Orwell	wikicat_British_people_of_the_Spanish_Civil_War	292	509	-217
Vyacheslav_Sviderskyi	wikicat_2006_FIFA_World_Cup_players	162	381	-219
Marcin_Mięciel	wikicat_PAOK_FC_players	234	454	-220
Paul_Robinson_(footballer,_born_1984)	wikicat_Newcastle_Blue_Star_F.C._players	395	619	-224
Greg_Bear	wikicat_20th-century_writers	251	476	-225
Craig_David	wikicat_People_from_Southampton	15114	15342	-228
Ricky_Gervais	wikicat_Atheism_activists	60	288	-228
Dan_Aykroyd	wikicat_Male_actors_from_Ottawa	163	393	-230
Chris_de_Burgh	wikicat_Irish_male_singers	3	233	-230
Paulo_César_Rodrigues_Lima	wikicat_Brujas_FC_players	320	553	-233
Aldo_Adorno	wikicat_UD_Almería_footballers	136	371	-235
Christopher_Hitchens	wikicat_American_people_of_Polish-Jewish_descent	153	388	-235
Mark_Fotheringham	wikicat_Notts_County_F.C._players	163	400	-237
Alexander_Graham_Bell	wikicat_American_engineers	41	278	-237
W._S._Van_Dyke	wikicat_People_from_San_Diego,_California	4	243	-239
Kalusha_Bwalya	wikicat_Zambian_expatriate_footballers	12453	12692	-239
Ilian_Iliev	wikicat_Bulgarian_football_managers	277	518	-241
Francis_Bacon	wikicat_17th-century_Latin-language_writers	207	448	-241
Amartya_Sen	wikicat_Male_feminists	160	405	-245
Moussa_N'Diaye	wikicat_Senegalese_footballers	159	405	-246
Igor_Stojaković	wikicat_People_from_Kraljevo	36	287	-251
Chakhir_Belghazouani	wikicat_Expatriate_footballers_in_Ukraine	168	419	-251
Abū_Rayḥān_al-Bīrūnī	wikicat_Meteorologists	23	275	-252
Heybridge_Swifts_F.C.	wikicat_Association_football_clubs_established_in_1880	289	545	-256
Chhunly_Pagenburg	wikicat_1._FC_Nürnberg_II_players	128	391	-263
Christopher_Hitchens	wikicat_Free_speech_activists	81	344	-263
Bruce_Dickinson	wikicat_Singers_with_a_four-octave_vocal_range	1405	1668	-263
Clifford_Geertz	wikicat_American_male_writers	460	725	-265
Rabiola	wikicat_Piast_Gliwice_players	1189	1458	-269
James_Wong_(lyricist)	wikicat_Hong_Kong_writers	14254	14523	-269
Santiago_Cañizares	wikicat_Footballers_at_the_1992_Summer_Olympics	390	659	-269
George_Gebro	wikicat_Hapoel_Petah_Tikva_F.C._players	57	328	-271
Pierre_Teilhard_de_Chardin	wikicat_Cosmologists	757	1029	-272
Leipzig_University	wikicat_Educational_institutions_established_in_the_15th_century	43	317	-274
Caylloma_Province	wikicat_Provinces_of_Peru	111	386	-275
Stevenage_F.C.	wikicat_Football_clubs_in_Hertfordshire	51	328	-277
Barry_Manilow	wikicat_Juilliard_School_alumni	679	956	-277
Sun_Hei_SC	wikicat_Association_football_clubs_established_in_1986	43	321	-278
Eugène_Ionesco	wikicat_French_people_of_Greek_descent	7493	7772	-279
Sarah_Jessica_Parker	wikicat_Actors_from_Ohio	175	455	-280
David_Coverdale	wikicat_People_from_North_Yorkshire	4491	4772	-281
Eric_Idle	wikicat_English_dramatists_and_playwrights	93	374	-281
Pierre_Pflimlin	wikicat_People_from_Alsace	6653	6934	-281
Ludwig_von_Mises	wikicat_Libertarian_theorists	151	432	-281
Daniel_Pendín	wikicat_People_from_Rosario,_Santa_Fe	3	285	-282
Romford	wikicat_Post_towns_in_the_RM_postcode_area	16775	17058	-283
Dean_Gordon	wikicat_People_from_Croydon	538	821	-283
Gabriel_Urdaneta	wikicat_SV_Waldhof_Mannheim_players	1295	1579	-284
S.C._Freamunde	wikicat_Association_football_clubs_established_in_1933	98	383	-285
Wheeling,_West_Virginia	wikicat_Former_United_States_state_capitals	159	444	-285
Silvio_Berlusconi	wikicat_People_from_Milan	496	781	-285
Tigray_Region	wordnet_administrative_district_108491826	10	299	-289
Adolf_Hitler	wikicat_Stateless_people	115	404	-289
Glasgow	wikicat_Populated_places_established_in_the_6th_century	47	337	-290
Jean-Emmanuel_Effa_Owona	wikicat_US_Créteil-Lusitanos_players	221	514	-293
Nicollette_Sheridan	wikicat_People_from_West_Sussex	15001	15294	-293
Frank_Launder	wikicat_People_from_Hertfordshire	14908	15202	-294
John_Huston	wikicat_American_people_of_Scotch-Irish_descent	146	440	-294
Don_Hutchison	wikicat_People_from_Gateshead	1	299	-298
John_Adams	wikicat_People_from_Quincy,_Massachusetts	12786	13085	-299
Dario_Smoje	wikicat_A.C._Milan_players	360	659	-299
Hércules_CF	wikicat_Association_football_clubs_established_in_1922	137	437	-300
Mikel_Arce	wikicat_CD_Constancia_footballers	13658	13959	-301
Monty_Python	wikicat_Charisma_Records_artists	15249	15551	-302
Mitt_Romney	wikicat_Massachusetts_politicians	37	339	-302
Bert_Bates	wikicat_British_film_editors	150	453	-303
Qingdao_Jonoon_F.C.	wikicat_Football_clubs_in_China	101	405	-304
Papeete	wordnet_administrative_district_108491826	3	308	-305
Nick_Cave	wikicat_Alternative_rock_musicians	630	937	-307
Henri_Lefebvre	wikicat_Urban_theorists	109	417	-308
Éder_Aleixo_de_Assis	wikicat_1982_FIFA_World_Cup_players	130	441	-311
Eric_Clapton	wikicat_Blues_guitarists	16483	16794	-311
Chris_Coyne	wikicat_Colchester_United_F.C._players	34	347	-313
Kamloops_Blazers	wikicat_Sports_clubs_established_in_1981	1884	2198	-314
University_of_Graz	wikicat_Universities_and_colleges_in_Austria	148	463	-315
Moscow_State_University	wikicat_Universities_in_Moscow	14897	15213	-316
Edmond_N'Tiamoah	wikicat_Ghanaian_expatriates_in_Switzerland	101	418	-317
Dave_Mitchell_(footballer)	wikicat_Seiko_players	14898	15215	-317
Generoso_Rossi	wikicat_Queens_Park_Rangers_F.C._players	417	737	-320
André_Luiz_Moreira	wikicat_Footballers_at_the_1996_Summer_Olympics	146	473	-327
Paul_Dirac	wikicat_Alumni_of_the_University_of_Bristol	299	627	-328
Henry_León	wikicat_Independiente_José_Terán_footballers	15395	15724	-329
Édison_Méndez	wikicat_Clube_Atlético_Mineiro_players	281	611	-330
Fernando_Fernández_Escribano	wikicat_Diósgyőri_VTK_footballers	13985	14318	-333
Joseph_Stiglitz	wikicat_Academics_of_the_University_of_Manchester	383	718	-335
Kathy_Bates	wikicat_People_with_cancer	16408	16749	-341
Bret_McKenzie	wikicat_Officers_of_the_New_Zealand_Order_of_Merit	13139	13482	-343
Dijon_FCO	wikicat_Association_football_clubs_established_in_1936	5	352	-347
L.A._Reid	wikicat_Reality_television_judges	740	1087	-347
Kapurthala_district	wikicat_Districts_of_Punjab,_India	12798	13146	-348
Roald_Dahl	wikicat_British_aviators	15250	15598	-348
Ryan_Miller_(soccer)	wikicat_Soccer_players_from_Illinois	14323	14672	-349
Faraday_Medal	wikicat_British_awards	5	355	-350
Mircea_Rednic	wikicat_Al-Nassr_FC_managers	13703	14056	-353
NK_Celje	wikicat_Unrelegated_association_football_clubs	103	456	-353
Kalamata_F.C.	wikicat_Association_football_clubs_established_in_1967	3582	3936	-354
Herby_Fortunat	wikicat_Besa_Kavajë_players	39	394	-355
Leeuwarden	wordnet_administrative_district_108491826	172	528	-356
Kalloni_F.C.	wikicat_Association_football_clubs_established_in_1994	188	544	-356
Clonmel	wikicat_Towns_and_villages_in_County_Tipperary	198	554	-356
Mircea_Eliade	wikicat_Christian_writers	219	579	-360
Wolfgang_Frank	wikicat_VfB_Stuttgart_players	52	413	-361
Bangkok	wikicat_Populated_places_established_in_the_18th_century	359	721	-362
George_Oghani	wikicat_Guiseley_A.F.C._players	399	769	-370
Harvard_Business_School	wikicat_Business_schools_in_Massachusetts	13007	13377	-370
Gene_Wilder	wikicat_Diarists	283	656	-373
Sékou_Berthé	wikicat_Tours_FC_players	177	551	-374
Carlos_Gamarra	wikicat_Olympic_silver_medalists_for_Paraguay	232	608	-376
Joe_Addo	wikicat_VfB_Stuttgart_II_players	935	1313	-378
John_Henry_Newman	wikicat_Anglican_theologians	125	504	-379
Cat_Power	wikicat_Musicians_from_Georgia_(U.S._state)	239	620	-381
Jeremy_Bentham	wikicat_British_activists	339	723	-384
Norm_Macdonald	wikicat_Writers	774	1159	-385
Anagennisi_Karditsa_F.C.	wikicat_Sports_clubs_established_in_1904	438	831	-393
E.S._Troyes_A.C.	wikicat_Association_football_clubs_established_in_1900	114	508	-394
Sciences_Po	wikicat_Schools_of_international_relations	25	420	-395
Shimizu_S-Pulse	wikicat_Association_football_clubs_established_in_1991	84	482	-398
Eduardo_Gonçalves_de_Oliveira	wikicat_1._FSV_Mainz_05_players	192	590	-398
Winchester,_Virginia	wordnet_county_108546183	3723	4132	-409
Dolph_Lundgren	wikicat_People_from_Stockholm	18	437	-419
Cruzeiro_Esporte_Clube	wikicat_Football_clubs_in_Belo_Horizonte	11151	11573	-422
Tamil_Nadu	wordnet_administrative_district_108491826	648	1077	-429
Steve_Mardenborough	wikicat_Darlington_F.C._players	98	527	-429
Carlos_Navarro_Montoya	wikicat_Deportes_Concepción_footballers	87	517	-430
Marijan_Kovačević	wikicat_NK_Široki_Brijeg_players	81	515	-434
Vaduz	wikicat_Subdivisions_of_Liechtenstein	15904	16338	-434
Mos_Def	wikicat_Alternative_hip_hop_musicians	609	1045	-436
John_Kerry	wikicat_Anti–death_penalty_activists	43	480	-437
Marcos_Paulo_Alves	wikicat_1999_FIFA_Confederations_Cup_players	736	1176	-440
Canterbury	wikicat_Post_towns_in_the_CT_postcode_area	14256	14697	-441
Shaanxi	wikicat_Regions_of_China	364	807	-443
Steven_Spielberg	wikicat_BAFTA_fellows	249	692	-443
Milan	wikicat_Populated_places_established_in_the_1st_millennium_BC	74	519	-445
Alexandre_Lopes	wikicat_FC_Spartak_Moscow_players	481	926	-445
Abruzzo	wikicat_States_and_territories_established_in_1963	10988	11434	-446
Negeri_Sembilan_FA	wikicat_Association_football_clubs	15	462	-447
Friedrich_Engels	wikicat_German_writers	419	867	-448
Agadir	wikicat_Spa_towns	471	923	-452
Burkhard_Segler	wikicat_1._FC_Bocholt_players	16026	16480	-454
Hilary_Duff	wikicat_American_women_novelists	80	535	-455
Marius_Niculae	wikicat_1._FSV_Mainz_05_players	854	1310	-456
Mvondo_Atangana	wikicat_FC_Luch-Energiya_Vladivostok_players	391	848	-457
J._Robert_Oppenheimer	wikicat_Weapons_scientists_and_engineers	235	692	-457
K.V.C._Westerlo	wikicat_Association_football_clubs_established_in_1933	210	673	-463
George_Abbott	wikicat_Writers_from_New_York_City	54	518	-464
Tonnerre_Yaoundé	wikicat_Association_football_clubs_established_in_1934	1240	1705	-465
Giuseppe_Verdi	wikicat_Italian_atheists	211	677	-466
Deportivo_Pereira	wikicat_Association_football_clubs_established_in_1944	34	503	-469
Dorge_Kouemaha	wikicat_Aris_Thessaloniki_F.C._players	477	947	-470
Andy_King_(footballer,_born_1956)	wikicat_Swindon_Town_F.C._managers	155	626	-471
Jerzy_Skolimowski	wikicat_Polish_actors	15481	15952	-471
Nicolae_Iorga	wikicat_Literary_critics	381	853	-472
FK_Viktoria_Žižkov	wikicat_Association_football_clubs_established_in_1903	554	1029	-475
California	wikicat_States_and_territories_established_in_1850	16555	17035	-480
Voltaire	wikicat_Deists	431	914	-483
Argentinos_Juniors	wikicat_Association_football_clubs_established_in_1904	358	845	-487
Franz_Carr	wikicat_English_expatriates_in_the_United_States	313	805	-492
Raoul_Bott	wikicat_Carnegie_Mellon_University_alumni	82	577	-495
Yorkshire_Dales	wikicat_National_parks_of_England_and_Wales	14076	14573	-497
Luis_Flores_(basketball)	wikicat_Basketball_players_from_New_York	15201	15699	-498
Martin_Heidegger	wikicat_German_poets	352	850	-498
Caracas_FC	wikicat_Association_football_clubs_established_in_1984	137	639	-502
Canonsburg,_Pennsylvania	wikicat_Cities_in_Pennsylvania	1	505	-504
Sissy_Spacek	wikicat_Actors_Studio_alumni	2659	3173	-514
CA_Bordj_Bou_Arréridj	wikicat_Association_football_clubs_established_in_1931	2603	3120	-517
Jim_Adams_(soccer)	wikicat_Delaware_Wizards_players	12386	12910	-524
Ben_Davis_(basketball)	wikicat_Makedonikos_B.C._players	15845	16369	-524
Iván_Guerrero	wikicat_Coventry_City_F.C._players	272	797	-525
Filmfare_Awards	wikicat_Indian_awards	15572	16098	-526
R.A.A._Louviéroise	wikicat_Association_football_clubs_disestablished_in_2009	37	568	-531
Unión_San_Felipe	wikicat_Association_football_clubs_established_in_1956	500	1041	-541
Émile_Mpenza	wikicat_People_from_Brussels	3144	3686	-542
Ronald_Fisher	wikicat_Geneticists	96	640	-544
Foeke_Booy	wikicat_Al-Nassr_FC_managers	16314	16858	-544
Raul_Águas	wikicat_C.S._Marítimo_managers	14994	15541	-547
Landskrona_BoIS	wordnet_club_108227214	59	614	-555
Novo_Mesto	wordnet_administrative_district_108491826	120	678	-558
Nanning_Wuxu_International_Airport	wikicat_Airports_established_in_1962	15462	16024	-562
Terence_Winter	wikicat_New_York_University_alumni	1069	1639	-570
M._T._Vasudevan_Nair	wikicat_Indian_short_story_writers	13968	14548	-580
Chien-Shiung_Wu	wikicat_Writers_from_Shanghai	10124	10706	-582
Jean-Luc_Godard	wikicat_Swiss_film_directors	14823	15407	-584
Čakovec	wordnet_administrative_district_108491826	21	617	-596
AS_Khroub	wikicat_Association_football_clubs_established_in_1927	36	633	-597
Pittsburgh	wikicat_Pennsylvania_populated_places_on_the_Ohio_River	12928	13526	-598
LL_Cool_J	wikicat_Def_Jam_Recordings_artists	14817	15417	-600
Charlotte_Gainsbourg	wikicat_English_people_of_French_descent	668	1271	-603
Steven_Tyler	wikicat_Idols_(TV_series)_judges	168	771	-603
Jeremiah_Denton	wikicat_Naval_War_College_alumni	15388	15995	-607
Charles_Darwin	wikicat_English_sceptics	220	827	-607
Albert_Einstein	wikicat_American_humanitarians	1133	1740	-607
Garry_Thompson_(footballer_born_1959)	wikicat_Brentford_F.C._managers	327	936	-609
Louie_Donowa	wikicat_Expatriate_footballers_in_Finland	442	1052	-610
Jean-Luc_Godard	wikicat_French_film_editors	14767	15377	-610
Order_of_the_Star_of_Italian_Solidarity	wikicat_Awards_established_in_1947	137	747	-610
Julianne_Moore	wikicat_American_children's_writers	602	1220	-618
John_Maynard_Keynes	wikicat_LGBT_people_from_England	519	1138	-619
Alex_Williams_(footballer_born_1983)	wikicat_Dundalk_F.C._players	43	665	-622
Søren_Kierkegaard	wikicat_Christian_ethicists	15343	15966	-623
José_Carlos_da_Costa_Araújo	wikicat_Americano_Futebol_Clube_players	356	980	-624
Aurelio_Vidmar	wikicat_People_from_Adelaide	1454	2081	-627
Beaufort,_South_Carolina	wikicat_Populated_places_in_Beaufort_County,_South_Carolina	9995	10632	-637
Ronald_Reagan	wikicat_People_of_the_Soviet_war_in_Afghanistan	312	950	-638
New_Haven,_Connecticut	wikicat_Cities_in_New_Haven_County,_Connecticut	12752	13395	-643
Pascal_Zuberbühler	wikicat_Swiss-German_people	30	679	-649
Lacina_Traoré	wikicat_Everton_F.C._players	882	1532	-650
Club_Atlético_Lanús	wordnet_club_108227214	12	662	-650
CS_Bourgoin-Jallieu	wikicat_Sports_clubs_established_in_1906	1102	1754	-652
Dorchester_Town_F.C.	wikicat_Association_football_clubs_established_in_1880	51	706	-655
Oklahoma_City	wikicat_Cities_in_Cleveland_County,_Oklahoma	16584	17253	-669
John_Badham	wikicat_Yale_University_alumni	846	1520	-674
Prince_Philip,_Duke_of_Edinburgh	wikicat_People_educated_at_Gordonstoun	16505	17179	-674
Keanu_Reeves	wikicat_American_atheists	727	1402	-675
Sevnica	wikicat_Cities_and_towns_in_Styria_(Slovenia)	12999	13675	-676
Ilkeston_F.C.	wikicat_Football_clubs_in_Derbyshire	432	1112	-680
Jean-Emmanuel_Effa_Owona	wikicat_Cameroonian_expatriates_in_Qatar	14818	15501	-683
Vladimir_Chelomey	wikicat_Kyiv_Polytechnic_Institute_alumni	14968	15651	-683
George_Berkeley	wikicat_People_from_Dublin_(city)	175	858	-683
Bolzano	wordnet_administrative_district_108491826	5	689	-684
Danny_Califf	wikicat_2003_FIFA_Confederations_Cup_players	230	916	-686
Delron_Buckley	wikicat_Maritzburg_United_F.C._players	128	814	-686
Hichem_Mezaïr	wikicat_WA_Tlemcen_players	15467	16154	-687
Honoré_de_Balzac	wikicat_French_monarchists	138	828	-690
John_Ruskin	wikicat_British_socialists	1017	1707	-690
Daniel_Dennett	wikicat_20th-century_American_people	2656	3347	-691
S.V._Zulte_Waregem	wikicat_Association_football_clubs_established_in_2001	226	919	-693
Robert_Anton_Wilson	wikicat_Conspiracy_theorists	757	1452	-695
Giuseppe_Sannino	wikicat_Watford_F.C._managers	14945	15641	-696
Chuck_Norris	wikicat_American_martial_artists	13510	14213	-703
Delta_Goodrem	wikicat_Singers_from_Sydney	12512	13215	-703
George_Best	wikicat_Fort_Lauderdale_Strikers_(1977–83)_players	13866	14586	-720
Ljungskile_SK	wikicat_Football_clubs_in_Sweden	14591	15320	-729
Michael_Black_(footballer)	wikicat_Cheshunt_F.C._players	592	1336	-744
FC_Barcelona_C	wikicat_Association_football_clubs_disestablished_in_2007	428	1172	-744
Captain_Beefheart	wikicat_Harmonica_players	1535	2280	-745
Aristide_Briand	wikicat_People_from_Nantes	13990	14744	-754
Zagłębie_Lubin	wikicat_Football_clubs_in_Poland	110	865	-755
Mamadou_Bagayoko	wikicat_French_people_of_Malian_descent	10	773	-763
Finland	wordnet_area_108497294	1178	1941	-763
André_Weil	wikicat_Aligarh_Muslim_University_alumni	16592	17368	-776
Al-Sailiya_SC	wikicat_Football_clubs_in_Qatar	7227	8004	-777
Sylvia_Plath	wikicat_Glascock_Prize_winners	14114	14891	-777
Republican_Party_(United_States)	wikicat_Political_parties_established_in_1854	13469	14246	-777
Pete_Seeger	wikicat_American_tax_resisters	92	875	-783
University_of_Calgary	wikicat_Educational_institutions_established_in_1966	13664	14448	-784
I._M._Pei	wikicat_People_from_Guangzhou	151	951	-800
