entity	type	rank_sampling	rank_passive	rank_diff	upgrade_score
Amy_LePeilbet	wikicat_United_Soccer_Leagues_W-League_players	1	2	-1	-1.0
Cosenza_Calcio	wikicat_Lega_Pro_Prima_Divisione_clubs	1	2	-1	-1.0
Brownwood,_Texas	wordnet_administrative_district_108491826	1	2	-1	-1.0
Joshua_Jackson	wikicat_20th-century_American_actors	1	2	-1	-1.0
Tokushima,_Tokushima	wikicat_Populated_coastal_places_in_Japan	1	2	-1	-1.0
Rally_of_the_French_People	wikicat_Political_parties_in_France	1	2	-1	-1.0
Thomas_Mulcair	wikicat_Canadian_people	1	2	-1	-1.0
Russian_Civil_War	wikicat_Civil_wars	1	2	-1	-1.0
Andrija_Kaluđerović	wikicat_Serbian_expatriates_in_Spain	2	4	-2	-1.0
Tehachapi,_California	wordnet_administrative_district_108491826	2	4	-2	-1.0
Eastleigh_F.C.	wikicat_Southern_Football_League_clubs	2	4	-2	-1.0
Rubén_Piaggio	wikicat_Expatriate_footballers_in_Spain	2	4	-2	-1.0
Ramón_Núñez	wikicat_Liga_MX_footballers	1	2	-1	-1.0
Norberto_Huezo	wikicat_Expatriate_footballers_in_Guatemala	1	2	-1	-1.0
Wichita	wikicat_Populated_places_established_in_1863	1	2	-1	-1.0
Hugo_Carreira	wikicat_Expatriate_footballers_in_China	1	2	-1	-1.0
François_Hollande	wikicat_French_politicians	1	2	-1	-1.0
Tom_Brighton	wikicat_Scottish_Football_League_players	1	2	-1	-1.0
Iron_County,_Utah	wordnet_county_108546183	1	2	-1	-1.0
Ukraine	wikicat_States_and_territories_established_in_1991	1	2	-1	-1.0
Mark_Peat	wikicat_Stirling_Albion_F.C._players	1	2	-1	-1.0
Alexandro_da_Silva_Batista	wikicat_Pohang_Steelers_players	1	2	-1	-1.0
Joshua_Jackson	wikicat_20th-century_actors	1	2	-1	-1.0
Nicolás_Muñoz	wikicat_C.D._Aguila_footballers	1	2	-1	-1.0
Philip_Pullman	wikicat_20th-century_British_novelists	1	2	-1	-1.0
Southend_United_F.C.	wordnet_club_108227214	1	2	-1	-1.0
Sammo_Hung	wikicat_21st-century_Hong_Kong_male_actors	1	2	-1	-1.0
Emilia-Romagna	wordnet_administrative_district_108491826	1	2	-1	-1.0
Ronald_Fisher	wikicat_People_from_London	2	4	-2	-1.0
Voltaire	wikicat_French_essayists	2	4	-2	-1.0
Tam_McManus	wikicat_Falkirk_F.C._players	2	4	-2	-1.0
Nikita_Rukavytsya	wikicat_Australia_international_soccer_players	2	4	-2	-1.0
Portsmouth	wikicat_Port_cities_and_towns_in_England	1	2	-1	-1.0
Democratic_Alliance_(South_Africa)	wikicat_Liberal_parties	1	2	-1	-1.0
Laos	wikicat_Communist_states	1	2	-1	-1.0
Kelly_Smith	wikicat_Women's_United_Soccer_Association_players	1	2	-1	-1.0
Prescot_Cables_F.C.	wikicat_North_West_Counties_Football_League_clubs	1	2	-1	-1.0
Roy_Orbison	wikicat_American_male_singers	1	2	-1	-1.0
Mülheim	wikicat_Districts_of_North_Rhine-Westphalia	1	2	-1	-1.0
Lima	wordnet_administrative_district_108491826	1	2	-1	-1.0
Ludwig_Wittgenstein	wordnet_philosopher_110423589	1	2	-1	-1.0
Carla_Gugino	wikicat_American_people_of_English_descent	1	2	-1	-1.0
Dick_Cheney	wikicat_American_people_of_English_descent	1	2	-1	-1.0
Mumtaz_(actress)	wikicat_Actresses_in_Hindi_cinema	2	4	-2	-1.0
Worcester	wikicat_Cities_in_England	1	2	-1	-1.0
Edgar_Çani	wikicat_U.S._Città_di_Palermo_players	2	4	-2	-1.0
Francis_Ford_Coppola	wikicat_New_York_Military_Academy_alumni	1	2	-1	-1.0
Maastricht	wordnet_administrative_district_108491826	2	4	-2	-1.0
Kostyantyn_Kravchenko	wikicat_FC_Shakhtar_Donetsk_players	1	2	-1	-1.0
Julian_Schwinger	wikicat_Jewish_scientists	2	4	-2	-1.0
Saša_Ćurčić	wikicat_FK_Partizan_players	2	4	-2	-1.0
Daisuke_Matsui	wikicat_Expatriate_footballers_in_Russia	2	4	-2	-1.0
Zlatan_Ibrahimović	wikicat_Expatriate_footballers_in_Spain	1	2	-1	-1.0
Jimmy_Oliver	wikicat_American_expatriate_basketball_people_in_Spain	1	2	-1	-1.0
Giulietta_Masina	wikicat_Italian_film_actresses	2	4	-2	-1.0
Caroline_Seger	wikicat_Swedish_footballers	1	2	-1	-1.0
Worcester	wikicat_Villages_in_the_West_Midlands_(county)	1	2	-1	-1.0
François_Hollande	wikicat_People_from_Rouen	1	2	-1	-1.0
Namur	wikicat_Provincial_capitals_of_Wallonia	2	4	-2	-1.0
Molucca_Sea	wordnet_ocean_109376198	1	2	-1	-1.0
Steven_Spielberg	wikicat_20th-century_American_actors	2	4	-2	-1.0
Chuck_Norris	wikicat_20th-century_American_actors	1	2	-1	-1.0
FC_Chomutov	wordnet_club_108227214	2	4	-2	-1.0
Cincinnati	wikicat_Cities_in_Hamilton_County,_Ohio	2	4	-2	-1.0
Reto_Ziegler	wikicat_Swiss_footballers	2	4	-2	-1.0
CR_Vasco_da_Gama	wordnet_club_108227214	2	4	-2	-1.0
Luc_Nijholt	wikicat_Swindon_Town_F.C._players	2	4	-2	-1.0
NK_Triglav_Kranj	wordnet_club_108227214	2	4	-2	-1.0
C._V._Sridhar	wikicat_Indian_film_directors	1	2	-1	-1.0
Lasha_Jakobia	wikicat_FC_Zakarpattia_Uzhhorod_players	2	4	-2	-1.0
Helsinki	wikicat_Populated_coastal_places_in_Finland	1	2	-1	-1.0
Henry_Fonda	wikicat_American_television_actors	1	2	-1	-1.0
Le_streghe	wikicat_Italian-language_films	1	2	-1	-1.0
Burgundy	wordnet_region_108630039	1	2	-1	-1.0
Jinan	wikicat_Sub-provincial_cities_in_the_People's_Republic_of_China	1	2	-1	-1.0
Georges_Simenon	wikicat_Belgian_writers	1	2	-1	-1.0
Maccabi_Ahi_Nazareth_F.C.	wordnet_club_108227214	1	2	-1	-1.0
Nick_McKoy	wikicat_Football_Conference_players	1	2	-1	-1.0
James_Wesolowski	wikicat_The_Football_League_players	1	2	-1	-1.0
Hungary_national_football_team	wikicat_European_national_association_football_teams	1	2	-1	-1.0
Tarragona	wikicat_Archaeological_sites_in_Spain	1	2	-1	-1.0
Luke_Corbett	wikicat_English_footballers	1	2	-1	-1.0
Kingdom_of_Hanover	wikicat_Former_countries_in_Europe	2	4	-2	-1.0
Montpellier_HSC_(Ladies)	wordnet_club_108227214	1	2	-1	-1.0
Karl_Popper	wikicat_20th-century_philosophers	2	4	-2	-1.0
Italian_Liberal_Party	wikicat_Defunct_political_parties_in_Italy	1	2	-1	-1.0
Portland,_Maine	wikicat_Cities_in_Cumberland_County,_Maine	1	2	-1	-1.0
Kristian_Flittie_Onstad	wikicat_SK_Brann_players	1	2	-1	-1.0
Igor_Štimac	wikicat_Expatriate_footballers_in_Spain	1	2	-1	-1.0
Lower_Carniola	wikicat_Subdivisions_of_Carniola	1	2	-1	-1.0
Paulo_Marcel_Pereira_Merabet	wikicat_Expatriate_footballers_in_South_Korea	1	2	-1	-1.0
Ruth_Rendell	wikicat_Living_people	1	2	-1	-1.0
Vancouver_Island	wikicat_Islands_of_Canada	1	2	-1	-1.0
Anne_Shirley_(actress)	wikicat_Actors	1	2	-1	-1.0
Lethbridge_Hurricanes	wordnet_hockey_team_108080386	1	2	-1	-1.0
Prijepolje	wikicat_Populated_places_in_Zlatibor_District	1	2	-1	-1.0
Yevhen_Lutsenko	wikicat_Ukrainian_Premier_League_players	1	2	-1	-1.0
Port_of_Spain	wikicat_Port_cities_in_the_Caribbean	1	2	-1	-1.0
Arthur_Moses	wikicat_People_from_Accra	1	2	-1	-1.0
Nicolás_Diez	wikicat_Deportivo_Táchira_players	1	2	-1	-1.0
Marc_Arnold	wikicat_Expatriate_footballers_in_Germany	1	2	-1	-1.0
Jürgen_Moser	wikicat_American_people	1	2	-1	-1.0
Bangkok	wikicat_Populated_places_established_in_the_18th_century	359	721	-362	-1.0083565459610029
Serge_Gainsbourg	wikicat_Mercury_Records_artists	113	227	-114	-1.008849557522124
Barack_Obama	wikicat_American_male_writers	175	353	-178	-1.0171428571428571
Jacques_Chaban-Delmas	wikicat_Transport_ministers_of_France	40	81	-41	-1.025
Julianne_Moore	wikicat_American_children's_writers	602	1220	-618	-1.026578073089701
FK_Šilutė	wikicat_Football_clubs_in_Lithuania	70	142	-72	-1.0285714285714285
Dave_Mooney	wikicat_Reading_F.C._players	86	175	-89	-1.0348837209302326
Gene_Wilder	wikicat_American_writers	96	196	-100	-1.0416666666666667
Communist_Party_of_Czechoslovakia	wikicat_Political_parties_in_Czechoslovakia	7857	16098	-8241	-1.0488736158839251
Alex_Notman	wikicat_Scotland_under-21_international_footballers	18	37	-19	-1.0555555555555556
David_Byrne	wikicat_Scottish_male_film_actors	189	389	-200	-1.0582010582010581
Felix_Ogbuke	wikicat_Expatriate_footballers_in_Norway	17	35	-18	-1.0588235294117647
Jerry_Pournelle	wikicat_American_journalists	33	68	-35	-1.0606060606060606
Club_León	wordnet_club_108227214	32	66	-34	-1.0625
Canada	wikicat_States_and_territories_established_in_1867	48	99	-51	-1.0625
Robert_G._Ingersoll	wikicat_American_lawyers	30	62	-32	-1.0666666666666667
Friedrich_Engels	wikicat_German_writers	419	867	-448	-1.0692124105011933
Clint_Marcelle	wikicat_Gainsborough_Trinity_F.C._players	53	110	-57	-1.0754716981132075
Unión_San_Felipe	wikicat_Association_football_clubs_established_in_1956	500	1041	-541	-1.082
Hamburg	wikicat_NUTS_1_statistical_regions_of_the_European_Union	33	69	-36	-1.0909090909090908
Andriy_Raspopov	wikicat_FK_Simurq_Zaqatala_players	31	65	-34	-1.096774193548387
Paul_Dirac	wikicat_Alumni_of_the_University_of_Bristol	299	627	-328	-1.0969899665551839
Sérgio_Araújo	wikicat_Clube_de_Regatas_do_Flamengo_players	10	21	-11	-1.1
Christian_Callejas	wikicat_Expatriate_footballers_in_Malta	3144	6613	-3469	-1.1033715012722647
Fábio_Lima	wikicat_FC_Gloria_Buzău_players	37	78	-41	-1.1081081081081081
Charlie_Ide	wikicat_Grays_Athletic_F.C._players	27	57	-30	-1.1111111111111112
Antonio_Rizzolo	wikicat_Association_football_forwards	9	19	-10	-1.1111111111111112
Martin_Luther_King,_Jr.	wikicat_Nonviolence_advocates	175	371	-196	-1.12
Voltaire	wikicat_Deists	431	914	-483	-1.1206496519721578
Zlatan_Ibrahimović	wikicat_Malmö_FF_players	8	17	-9	-1.125
Raf_de_Gregorio	wikicat_2003_FIFA_Confederations_Cup_players	32	68	-36	-1.125
Ravi_Shankar	wikicat_Indian_composers	8	17	-9	-1.125
Persija_Jakarta	wikicat_Association_football_clubs_established_in_1928	175	372	-197	-1.1257142857142857
Jeremy_Bentham	wikicat_British_activists	339	723	-384	-1.1327433628318584
Daisuke_Matsui	wikicat_Ligue_2_players	21	45	-24	-1.1428571428571428
Seymour_Benzer	wikicat_Purdue_University_alumni	3202	6875	-3673	-1.1470955652717052
Oran	wikicat_Port_cities	20	43	-23	-1.15
Spennymoor_United_F.C.	wikicat_Football_clubs_in_County_Durham	1699	3657	-1958	-1.1524426133019423
Pasteur_Institute	wikicat_Research_institutes_in_France	13	28	-15	-1.1538461538461537
Mauro_Bressan	wikicat_A.C._Milan_players	19	41	-22	-1.1578947368421053
Chris_de_Burgh	wikicat_Irish_pop_singers	143	309	-166	-1.1608391608391608
Zygmunt_Bauman	wikicat_Marxist_theorists	43	93	-50	-1.1627906976744187
Francis_Bacon	wikicat_17th-century_Latin-language_writers	207	448	-241	-1.1642512077294687
Anjelica_Huston	wikicat_American_people_of_British_descent	6	13	-7	-1.1666666666666667
Charles_Darwin	wikicat_Science_writers	54	117	-63	-1.1666666666666667
Insurgency_in_Northeast_India	wikicat_Conflicts_in_2013	12	26	-14	-1.1666666666666667
Kurniawan_Dwi_Yulianto	wikicat_2000_AFC_Asian_Cup_players	12	26	-14	-1.1666666666666667
Mvondo_Atangana	wikicat_FC_Luch-Energiya_Vladivostok_players	391	848	-457	-1.1687979539641944
Marcel_Domingo	wikicat_French_people_of_Spanish_descent	53	115	-62	-1.169811320754717
Édison_Méndez	wikicat_Clube_Atlético_Mineiro_players	281	611	-330	-1.1743772241992882
John_von_Neumann	wikicat_Hungarian_emigrants_to_the_United_States	17	37	-20	-1.1764705882352942
Roger_Hodgson	wikicat_English_expatriates_in_the_United_States	45	98	-53	-1.1777777777777778
Columbus,_Ohio	wikicat_Planned_cities_in_the_United_States	179	390	-211	-1.1787709497206704
Louis_XV_of_France	wikicat_People_from_Versailles	2140	4684	-2544	-1.188785046728972
Marcin_Folc	wikicat_Widzew_Łódź_players	1156	2531	-1375	-1.189446366782007
Queens	wikicat_Boroughs_of_New_York_City	26	57	-31	-1.1923076923076923
John_Maynard_Keynes	wikicat_LGBT_people_from_England	519	1138	-619	-1.1926782273603083
Karl_Marx	wikicat_People_from_the_Rhine_Province	143	314	-171	-1.1958041958041958
Tampico	wikicat_Populated_coastal_places_in_Mexico	7575	16643	-9068	-1.1970957095709571
Migen_Memelli	wikicat_Association_football_forwards	5	11	-6	-1.2
Michel_de_Montaigne	wikicat_Roman_Catholic_writers	15	33	-18	-1.2
Johnny_Carson	wikicat_United_States_Navy_officers	167	368	-201	-1.2035928143712575
Alice_Cooper	wikicat_American_rock_musicians	39	86	-47	-1.205128205128205
Dick_Cheney	wikicat_American_people_of_French_descent	82	181	-99	-1.2073170731707317
José_Veiga	wikicat_Estrela_da_Amadora_players	14	31	-17	-1.2142857142857142
Shaanxi	wikicat_Regions_of_China	364	807	-443	-1.217032967032967
Pula_Airport	wikicat_Airports_in_Croatia	9	20	-11	-1.2222222222222223
Gene_Kelly	wikicat_American_musical_theatre_actors	49	109	-60	-1.2244897959183674
Los_Cabos_International_Airport	wikicat_Airports_in_Mexico	65	145	-80	-1.2307692307692308
Diego_Serna	wikicat_New_England_Revolution_players	67	150	-83	-1.2388059701492538
Nicolae_Iorga	wikicat_Literary_critics	381	853	-472	-1.2388451443569555
Ikechi_Anya	wikicat_Sevilla_Atlético_footballers	1701	3811	-2110	-1.2404467960023515
Berkshire	wikicat_Ceremonial_counties	8	18	-10	-1.25
Walter_Benjamin	wikicat_Jewish_philosophers	8	18	-10	-1.25
Ger_Rowe	wikicat_Shelbourne_F.C._players	8	18	-10	-1.25
Alexandria	wikicat_Ports_and_harbours	4	9	-5	-1.25
Romy_Schneider	wikicat_French_film_actresses	4	9	-5	-1.25
Armand_Traoré	wikicat_AS_Monaco_FC_players	83	187	-104	-1.2530120481927711
Michael_Black_(footballer)	wikicat_Cheshunt_F.C._players	592	1336	-744	-1.2567567567567568
Thomas_Mann	wikicat_German-language_writers	31	70	-39	-1.2580645161290323
Maldives	wikicat_States_and_territories_established_in_1965	50	113	-63	-1.26
Kalusha_Bwalya	wikicat_Cercle_Brugge_K.S.V._players	109	247	-138	-1.2660550458715596
Washington,_D.C.	wikicat_Southern_United_States	3897	8832	-4935	-1.2663587374903773
Sheffield	wikicat_Post_towns_in_the_S_postcode_area	15	34	-19	-1.2666666666666666
Elbląg_County	wikicat_Counties_of_Poland	41	93	-52	-1.2682926829268293
Javier_Moro_León	wikicat_Lorca_Deportiva_footballers	11	25	-14	-1.2727272727272727
Wolfgang_Frank	wikicat_Rot-Weiss_Essen_managers	11	25	-14	-1.2727272727272727
Leonid_Hurwicz	wikicat_American_people_of_Polish-Jewish_descent	112	255	-143	-1.2767857142857142
Europe	wikicat_Peninsulas_of_Asia	7138	16252	-9114	-1.2768282432053797
Dean_Gordon	wikicat_Grimsby_Town_F.C._players	14	32	-18	-1.2857142857142858
Collins_John	wikicat_Piast_Gliwice_players	869	1996	-1127	-1.2968929804372842
Concord_Rangers_F.C.	wikicat_Association_football_clubs_established_in_1967	802	1844	-1042	-1.2992518703241895
Ruth_Rendell	wikicat_Women_mystery_writers	719	1655	-936	-1.301808066759388
Jean-Paul_Sartre	wikicat_Psychedelic_drug_advocates	92	213	-121	-1.315217391304348
John_Grisham	wikicat_Bancarella_Prize_winners	5957	13804	-7847	-1.3172737955346652
Gene_Wilder	wikicat_Diarists	283	656	-373	-1.3180212014134276
Nenad_Stojanović	wikicat_FK_Vojvodina_players	28	65	-37	-1.3214285714285714
Jean-Emmanuel_Effa_Owona	wikicat_US_Créteil-Lusitanos_players	221	514	-293	-1.3257918552036199
Partizani_Tirana	wikicat_Football_clubs_in_Albania	2719	6337	-3618	-1.3306362633321074
Theo_Lucius	wikicat_Dutch_footballers	3	7	-4	-1.3333333333333333
Moss_Airport,_Rygge	wikicat_Airports_in_Norway	6	14	-8	-1.3333333333333333
David_Lynch	wikicat_American_television_actors	3	7	-4	-1.3333333333333333
Teemu_Pukki	wikicat_Expatriate_footballers_in_Spain	3	7	-4	-1.3333333333333333
Franz_Carr	wikicat_Blackburn_Rovers_F.C._players	3	7	-4	-1.3333333333333333
Tottenham_Hotspur_F.C.	wikicat_Southern_Football_League_clubs	3	7	-4	-1.3333333333333333
Sani_Kaita	wikicat_Olympic_medalists_in_football	3	7	-4	-1.3333333333333333
Keith_Scott_(footballer)	wikicat_Tamworth_F.C._players	27	63	-36	-1.3333333333333333
Nicolas_Anelka	wikicat_French_expatriate_footballers	3	7	-4	-1.3333333333333333
Jimmy_McGeough,_Jr.	wikicat_National_Professional_Soccer_League_(1984–2001)_players	3	7	-4	-1.3333333333333333
Ronald_Reagan	wikicat_American_television_actors	3	7	-4	-1.3333333333333333
Mounir_El_Hamdaoui	wikicat_Expatriate_footballers_in_England	3	7	-4	-1.3333333333333333
George_Santayana	wikicat_Alumni_of_the_University_of_Cambridge	3	7	-4	-1.3333333333333333
Kim_Dae-eui	wikicat_South_Korean_expatriate_footballers	3	7	-4	-1.3333333333333333
Colchester_(England)	wordnet_site_108651247	3	7	-4	-1.3333333333333333
Windhoek	wikicat_Populated_places_established_in_1890	5687	13369	-7682	-1.3508000703358538
Vyacheslav_Sviderskyi	wikicat_2006_FIFA_World_Cup_players	162	381	-219	-1.3518518518518519
Ashley_Vickers	wikicat_Association_football_defenders	51	120	-69	-1.3529411764705883
Argentinos_Juniors	wikicat_Association_football_clubs_established_in_1904	358	845	-487	-1.3603351955307263
Cédric_Roussel	wikicat_Walloon_people	99	234	-135	-1.3636363636363635
New_Haven	wikicat_Cities_in_the_United_States	27	64	-37	-1.3703703703703705
FK_Radnički_Niš	wikicat_Football_clubs_in_Serbia	16	38	-22	-1.375
Eric_Idle	wikicat_British_singers	16	38	-22	-1.375
Herby_Fortunat	wikicat_France_youth_international_footballers	8	19	-11	-1.375
Vladimir_Vasilj	wikicat_NK_Široki_Brijeg_players	8	19	-11	-1.375
Niels_Bohr	wikicat_Jewish_atheists	77	183	-106	-1.3766233766233766
Michel_Aflaq	wikicat_Arab_politicians	153	364	-211	-1.3790849673202614
Louie_Donowa	wikicat_Expatriate_footballers_in_Finland	442	1052	-610	-1.3800904977375565
Hawaii	wikicat_Western_United_States	13	31	-18	-1.3846153846153846
John_Kerry	wikicat_American_lawyers	18	43	-25	-1.3888888888888888
John_Cassavetes	wikicat_Film_directors_from_New_York_City	122	292	-170	-1.3934426229508197
A.S._Livorno_Calcio	wikicat_Association_football_clubs_established_in_1915	4391	10516	-6125	-1.3948986563425188
Senthil_(actor)	wikicat_Actors_in_Tamil_cinema	10	24	-14	-1.4
Geoffrey_Castillion	wikicat_AFC_Ajax_players	35	84	-49	-1.4
Amy_Irving	wikicat_Actresses_from_New_York_City	5	12	-7	-1.4
Robert_Anton_Wilson	wikicat_American_anarchists	67	161	-94	-1.4029850746268657
Dan_Aykroyd	wikicat_Male_actors_from_Ottawa	163	393	-230	-1.4110429447852761
Ebbw_Vale_F.C.	wikicat_Association_football_clubs_established_in_1888	46	111	-65	-1.4130434782608696
Martin_Heidegger	wikicat_German_poets	352	850	-498	-1.4147727272727273
Louisville	wikicat_Cities_in_the_United_States	5016	12151	-7135	-1.4224481658692185
Jerry_Siegel	wikicat_Science_fiction_fans	137	332	-195	-1.4233576642335766
Romy_Schneider	wikicat_20th-century_actresses	35	85	-50	-1.4285714285714286
Dominique_de_Villepin	wikicat_Panthéon-Assas_University_alumni	7	17	-10	-1.4285714285714286
Fathi_Chebal	wikicat_Algerian_expatriates_in_Saudi_Arabia	5649	13746	-8097	-1.4333510355815189
Agustín_Castillo	wikicat_Deportivo_Cuenca_footballers	1329	3234	-1905	-1.4334085778781038
Karl_Marx	wikicat_English_revolutionaries	91	222	-131	-1.4395604395604396
Jean-Paul_Sartre	wikicat_Contemporary_philosophers	9	22	-13	-1.4444444444444444
Clube_Náutico_Capibaribe	wikicat_Football_clubs_in_Brazil	9	22	-13	-1.4444444444444444
Riza_Lushta	wikicat_A.S._Bari_players	29	71	-42	-1.4482758620689655
Kim_Nam-il	wikicat_2002_CONCACAF_Gold_Cup_players	97	238	-141	-1.4536082474226804
Mark_Fotheringham	wikicat_Notts_County_F.C._players	163	400	-237	-1.4539877300613497
Albert_Camus	wikicat_Anarchists	24	59	-35	-1.4583333333333333
Paul_Gerrard	wikicat_Everton_F.C._players	32	79	-47	-1.46875
Don_Winslow	wikicat_People_from_New_York_City	17	42	-25	-1.4705882352941178
Gustav_Kirchhoff	wikicat_19th-century_German_people	53	131	-78	-1.471698113207547
John_Huston	wikicat_American_people_of_Welsh_descent	19	47	-28	-1.4736842105263157
Dune_(film)	wikicat_Space_adventure_films	21	52	-31	-1.4761904761904763
Nicolae_Simatoc	wikicat_Brescia_Calcio_players	39	97	-58	-1.4871794871794872
Enköping_Municipality	wikicat_Municipalities_of_Uppsala_County	6583	16378	-9795	-1.4879234391614766
George_Oghani	wikicat_Bury_F.C._players	47	117	-70	-1.4893617021276595
Chakhir_Belghazouani	wikicat_Expatriate_footballers_in_Ukraine	168	419	-251	-1.494047619047619
PH_postcode_area	wordnet_area_108497294	40	100	-60	-1.5
Julio_Cortázar	wikicat_People_from_Paris	2	5	-3	-1.5
John_F._Kennedy	wikicat_Cold_War_leaders	22	55	-33	-1.5
Blackpool_F.C.	wikicat_Football_clubs_in_Lancashire	28	70	-42	-1.5
Tony_Dinning	wikicat_Walsall_F.C._players	2	5	-3	-1.5
Clube_Recreativo_e_Atlético_Catalano	wordnet_club_108227214	14	35	-21	-1.5
Gottlob_Frege	wikicat_20th-century_philosophers	2	5	-3	-1.5
Ikechi_Anya	wikicat_Scottish_expatriates_in_Spain	2	5	-3	-1.5
Roger_Hodgson	wikicat_English_songwriters	2	5	-3	-1.5
Maceió	wikicat_State_capitals_in_Brazil	2	5	-3	-1.5
Alicia_Silverstone	wikicat_American_stage_actors	2	5	-3	-1.5
Morocco	wikicat_Countries_in_Africa	2	5	-3	-1.5
Nélson_Marcos	wikicat_Serie_A_footballers	2	5	-3	-1.5
Lenny_Kravitz	wikicat_21st-century_American_male_actors	2	5	-3	-1.5
Abraham_Lincoln	wikicat_Smallpox_survivors	2818	7045	-4227	-1.5
Ivor_Novello_Awards	wikicat_Music_awards	2	5	-3	-1.5
Kostyantyn_Panin	wikicat_FC_Chornomorets_Odessa_players	4	10	-6	-1.5
Marcel_Domingo	wikicat_Nîmes_Olympique_managers	2	5	-3	-1.5
Neuilly-sur-Seine	wikicat_Communes_of_Hauts-de-Seine	4	10	-6	-1.5
Boz_Scaggs	wikicat_American_guitarists	2	5	-3	-1.5
Riga_Mustapha	wikicat_Dutch_footballers	6	15	-9	-1.5
Sigmund_Freud	wikicat_Jewish_scientists	2	5	-3	-1.5
Al_Hazm_(football_club)	wordnet_club_108227214	2	5	-3	-1.5
Héverton_Durães_Coutinho_Alves	wikicat_Brazilian_expatriates_in_South_Korea	2	5	-3	-1.5
Jean-Emmanuel_Effa_Owona	wikicat_Terengganu_FA_players	2	5	-3	-1.5
Paulo_Sérgio_Moreira_Gonçalves	wikicat_Estrela_da_Amadora_players	8	20	-12	-1.5
Peter_Fonda	wikicat_Actors_from_New_York	2	5	-3	-1.5
Kronstadt	wikicat_Cities_of_Military_Glory	2	5	-3	-1.5
Eritrean_War_of_Independence	wikicat_Wars_involving_Cuba	6	15	-9	-1.5
Mark_Prudhoe	wikicat_Doncaster_Rovers_F.C._players	71	178	-107	-1.5070422535211268
Jack_Black	wikicat_Jewish_American_writers	70	176	-106	-1.5142857142857142
Osnabrück	wikicat_Populated_places_established_in_the_8th_century	23	58	-35	-1.5217391304347827
Ljubiša_Stevanović	wikicat_Yugoslavia_international_footballers	21	53	-32	-1.5238095238095237
Richmondshire	wordnet_administrative_district_108491826	19	48	-29	-1.5263157894736843
Thom_Yorke	wikicat_English_activists	978	2475	-1497	-1.530674846625767
Amartya_Sen	wikicat_Male_feminists	160	405	-245	-1.53125
Christopher_Hitchens	wikicat_American_people_of_Polish-Jewish_descent	153	388	-235	-1.5359477124183007
Rani_Mukerji	wikicat_Women	13	33	-20	-1.5384615384615385
Danny_Califf	wikicat_LA_Galaxy_players	11	28	-17	-1.5454545454545454
B._W._Powe	wikicat_Writers_from_Toronto	781	1988	-1207	-1.5454545454545454
Moussa_N'Diaye	wikicat_Senegalese_footballers	159	405	-246	-1.5471698113207548
Claudette_Colbert	wikicat_Kennedy_Center_honorees	91	232	-141	-1.5494505494505495
LNB_Pro_A	wordnet_league_108231184	3442	8802	-5360	-1.557234166182452
Club_Atlético_Sarmiento	wikicat_Association_football_clubs_established_in_1911	1825	4669	-2844	-1.5583561643835617
Matías_Urbano	wikicat_San_Lorenzo_footballers	23	59	-36	-1.565217391304348
Don_DeLillo	wikicat_Guggenheim_Fellows	7	18	-11	-1.5714285714285714
Stephen_Fry	wikicat_British_comedians	14	36	-22	-1.5714285714285714
Franz_Carr	wikicat_English_expatriates_in_the_United_States	313	805	-492	-1.571884984025559
Ilkeston_F.C.	wikicat_Football_clubs_in_Derbyshire	432	1112	-680	-1.5740740740740742
Rolando_Escobar	wikicat_Panamanian_expatriate_footballers	27	70	-43	-1.5925925925925926
Emre_Belözoğlu	wikicat_Footballers_from_Istanbul	27	70	-43	-1.5925925925925926
Cat_Power	wikicat_Musicians_from_Georgia_(U.S._state)	239	620	-381	-1.594142259414226
Roald_Dahl	wikicat_British_people_of_World_War_II	580	1505	-925	-1.5948275862068966
Roque_Santa_Cruz	wikicat_Expatriate_footballers_in_Germany	10	26	-16	-1.6
Alex_Revell	wikicat_Rotherham_United_F.C._players	5	13	-8	-1.6
Sarah_Jessica_Parker	wikicat_Actors_from_Ohio	175	455	-280	-1.6
Kyzylorda_Province	wordnet_administrative_district_108491826	5	13	-8	-1.6
Joyce_Carol_Oates	wikicat_American_dramatists_and_playwrights	20	52	-32	-1.6
Carlos_Gamarra	wikicat_Olympic_silver_medalists_for_Paraguay	232	608	-376	-1.6206896551724137
Milton_Friedman	wikicat_People_from_Brooklyn	16	42	-26	-1.625
Klaus_Toppmöller	wikicat_Eintracht_Frankfurt_managers	11	29	-18	-1.6363636363636365
Mircea_Eliade	wikicat_Christian_writers	219	579	-360	-1.643835616438356
Milton_Friedman	wikicat_Jewish_agnostics	3	8	-5	-1.6666666666666667
IEEE_Edison_Medal	wikicat_Academic_awards	15	40	-25	-1.6666666666666667
Lisbon_Portela_Airport	wikicat_Airports_in_Portugal	6	16	-10	-1.6666666666666667
Albert_Einstein	wikicat_Agnostics	3	8	-5	-1.6666666666666667
Lárus_Guðmundsson	wikicat_Expatriate_footballers_in_Germany	3	8	-5	-1.6666666666666667
Mario_Bolatti	wikicat_Campeonato_Brasileiro_Série_A_footballers	3	8	-5	-1.6666666666666667
Steven_Spielberg	wikicat_Screenwriters	3	8	-5	-1.6666666666666667
Karl_Marx	wikicat_English_philosophers	19	51	-32	-1.6842105263157894
Memphis,_Tennessee	wikicat_Planned_cities_in_the_United_States	86	231	-145	-1.686046511627907
