Dennis_Cagara	wikicat_Brøndby_IF_players
Perth	wikicat_Cities_in_Western_Australia
Scary_Movie_4	wikicat_2000s_comedy_horror_films
Ronaldo_Soares_Giovanelli	wikicat_Associação_Portuguesa_de_Desportos_players
Pierre_Louis_Maupertuis	wikicat_French_naturalists
Lionel_Messi	wikicat_2010_FIFA_World_Cup_players
Sarasota,_Florida	wikicat_County_seats_in_Florida
Rafael_Jacques	wikicat_São_Paulo_FC_players
Alan_Lee_(footballer)	wikicat_Crystal_Palace_F.C._players
Robin_Hood_Airport_Doncaster_Sheffield	wikicat_Airports_in_England
Brandeis_University	wikicat_Private_universities_and_colleges_in_the_United_States
Abdullah_Gül	wikicat_Knights_of_the_Order_of_the_Gold_Lion_of_the_House_of_Nassau
Dover	wikicat_Populated_coastal_places_in_Kent
Paraguay	wikicat_Member_states_of_Mercosur
Athens/Piraeus	wikicat_Ancient_Greek_cities
Johannes_Vermeer	wikicat_Dutch_painters
Luciano_Galletti	wikicat_2005_FIFA_Confederations_Cup_players
Michel_Foucault	wikicat_Philosophers_of_history
Bill_Berry	wikicat_Songwriters_from_Minnesota
George_R._R._Martin	wikicat_American_writers
Francesco_Coco	wikicat_Participants_in_Italian_reality_television_series
Thomas_Jefferson	wikicat_American_inventors
Dănuț_Lupu	wikicat_Romanian_expatriate_footballers
William_Townley	wikicat_FC_Bayern_Munich_managers
Cook_County,_Illinois	wikicat_Illinois_counties
AS_Monaco_FC	wordnet_club_108227214
Duluth,_Georgia	wikicat_Cities_in_Gwinnett_County,_Georgia
Angie_Dickinson	wikicat_Women
Pedro_Troglio	wikicat_Argentine_people_of_Italian_descent
Mark_Twain	wikicat_People_of_the_California_Gold_Rush
FC_Ingolstadt_04	wordnet_club_108227214
Schwyz	wikicat_Municipalities_of_Switzerland
Port_Vale_F.C.	wikicat_Association_football_clubs_established_in_1876
Robert_Parrish	wordnet_person_100007846
Leopoldo_Roberto_Markovsky	wikicat_Brazilian_expatriates_in_South_Korea
George_Santayana	wikicat_Materialists
Dino_Fava	wikicat_Association_football_forwards
Binghamton,_New_York	wikicat_Cities_in_New_York
Farhad_Majidi	wikicat_Iran_international_footballers
Pedro_Almodóvar	wordnet_person_100007846
Serginho_Chulapa	wikicat_Malatyaspor_footballers
Pat_Durham	wikicat_CB_Sevilla_players
Jeremiah_Denton	wikicat_Shot-down_aviators
Montreal_Canadiens	wordnet_hockey_team_108080386
Province_of_Lecco	wikicat_Provinces_of_Italy
Marcell_Takács	wikicat_Hungarian_expatriates_in_Switzerland
Garson_Kanin	wikicat_American_people
Gustavo_Biscayzacú	wikicat_Expatriate_footballers_in_Spain
Giampaolo_Pazzini	wikicat_Serie_B_footballers
Edward_Witten	wikicat_20th-century_mathematicians
Val_Kilmer	wikicat_American_people_of_Scottish_descent
Giessen	wikicat_Cities_in_Hesse
Bakhtiyor_Ashurmatov	wikicat_FC_Moscow_players
Chuck_Palahniuk	wikicat_20th-century_novelists
Rimas_Kurtinaitis	wikicat_BC_Žalgiris_players
Robert_Bunsen	wikicat_Fellows_of_the_German_Academy_of_Sciences_Leopoldina
Miloš_Živković_(footballer_born_1985)	wikicat_FK_Borac_Čačak_players
Larry_David	wikicat_People_from_Brooklyn
Everton_de_Viña_del_Mar	wikicat_Association_football_clubs_established_in_1909
Bruno_Marioni	wikicat_Villarreal_CF_footballers
Paul_Furlong	wikicat_Premier_League_players
Víctor_Aristizábal	wikicat_1998_FIFA_World_Cup_players
Colombia	wordnet_country_108544813
Javier_Casquero	wikicat_Racing_de_Santander_footballers
Curd_Jürgens	wikicat_Austrian_male_film_actors
Santo_Domingo	wikicat_Port_cities
Brooke_Shields	wikicat_American_television_actors
Birmingham_City_F.C.	wikicat_Football_clubs_in_Birmingham
Leandro_Fonseca_(footballer_born_1975)	wikicat_Comercial_Futebol_Clube_(Ribeirão_Preto)_players
Paula_Abdul	wikicat_People_from_San_Fernando,_California
Lennart_Meri	wikicat_Estonian_politicians
Ugo_Tognazzi	wikicat_Italian_male_film_actors
Wellington	wikicat_Port_cities_in_New_Zealand
Howard_Stern	wikicat_American_journalists
Fourah_Bay_College	wikicat_Educational_institutions_established_in_1827
Portuguese_Colonial_War	wikicat_Guerrilla_wars
Indianapolis	wordnet_administrative_district_108491826
Derby_County_F.C.	wikicat_Association_football_clubs_established_in_1884
Tony_Morley	wikicat_Hong_Kong_First_Division_League_players
Maria_Bello	wordnet_person_100007846
Jeff_Minton	wikicat_Canvey_Island_F.C._players
Srikakulam_district	wordnet_administrative_district_108491826
South_Norfolk	wikicat_Non-metropolitan_districts
Alfonso_Dulanto	wikicat_FBC_Melgar_footballers
Champigny-sur-Marne	wikicat_Communes_of_Val-de-Marne
Mojave_Desert	wikicat_Southwestern_United_States
Clifton,_New_Jersey	wordnet_administrative_district_108491826
François_Fillon	wordnet_officeholder_110371450
Almami_Moreira	wikicat_Primeira_Liga_players
U.S._Alessandria_Calcio_1912	wikicat_Italian_football_First_Division_clubs
Vitaly_Daraselia_(footballer_born_1978)	wikicat_Georgian_expatriates_in_Moldova
Ben_Elton	wikicat_Naturalised_citizens_of_Australia
FC_UTA_Arad	wikicat_Association_football_clubs_established_in_1945
Marc_Shaiman	wikicat_LGBT_composers
Debrecen	wikicat_Populated_places_in_Hajdú-Bihar_County
Tony_Curtis	wikicat_American_male_film_actors
Vijayashanti	wikicat_Actresses_in_Hindi_cinema
Paulinho_McLaren	wikicat_Figueirense_Futebol_Clube_players
Savannah,_Georgia	wikicat_County_seats_in_Georgia_(U.S._state)
Birmingham_(Alabama)	wikicat_Towns_in_Alabama
Robert_Robinson_(organic_chemist)	wikicat_Statutory_Professors_of_the_University_of_Oxford
Harrison_Ford	wikicat_American_television_actors
Aquileia	wordnet_site_108651247
Maeve_Binchy	wikicat_Irish_travel_writers
Guirane_N'Daw	wikicat_Expatriate_footballers_in_England
Phil_Spector	wikicat_People_from_the_Bronx
Rhône-Alpes	wordnet_region_108630039
Thomas_Jefferson	wikicat_Virginia_lawyers
Demy_de_Zeeuw	wikicat_Dutch_footballers
Müller_(footballer)	wikicat_People_from_Campo_Grande
Allison_Crowe	wikicat_Musicians_from_British_Columbia
Alessandro_Nunes	wikicat_Albirex_Niigata_players
Dejan_Stamenković	wikicat_Association_football_defenders
Serhiy_Serebrennikov	wikicat_Russian_expatriate_footballers
Marcin_Burkhardt	wikicat_Polish_expatriate_footballers
Mark_Twain	wikicat_American_novelists
Dagestan	wikicat_Lezgian-speaking_countries_and_territories
West_Champaran_district	wikicat_Districts_of_India
George_Santayana	wikicat_Pragmatists
John_McGlashan_(footballer)	wikicat_Fulham_F.C._players
Fred_Astaire	wikicat_Kennedy_Center_honorees
Paramaribo	wikicat_Port_cities_in_South_America
Hiroshima	wordnet_administrative_district_108491826
Besnik_Hasi	wikicat_Cercle_Brugge_K.S.V._players
Curd_Jürgens	wikicat_People_from_Munich
Bülent_Akın	wikicat_MVV_Maastricht_players
Abbie_Hoffman	wikicat_American_political_writers
Sudan	wordnet_country_108544813
Busan	wordnet_administrative_district_108491826
George_Grant_(philosopher)	wikicat_Canadian_theologians
Daytime_Emmy_Award	wikicat_Emmy_Awards
Democratic_Republic_of_the_Congo	wikicat_African_countries
Des_Lyttle	wikicat_Association_football_defenders
José_Manuel_Jurado	wikicat_Russian_Premier_League_players
Raadhika_Sarathkumar	wikicat_Actresses_in_Telugu_cinema
Gerald_Ford	wikicat_Yale_Bulldogs_football_coaches
Martin_Chivers	wikicat_SK_Vard_Haugesund_players
Roger_Ebert	wikicat_American_screenwriters
David_Bohm	wikicat_Consciousness_researchers_and_theorists
Western_Cape	wikicat_States_and_territories_established_in_1994
Michel_Rocard	wikicat_French_socialists
Mike_Ambersley	wikicat_United_States_men's_youth_international_soccer_players
Solomon_Islands	wikicat_Solomon_Islands
Branimir_Petrović	wikicat_Russian_Premier_League_players
Martin_Fabuš	wikicat_Slovakia_international_footballers
Jakarta	wikicat_Port_cities_and_towns_in_Indonesia
John_Henry_Newman	wikicat_Christian_humanists
George_Papandreou	wikicat_Foreign_ministers_of_Greece
Scott_Cannon	wikicat_Charleston_Battery_players
Andrew_Jackson	wikicat_Presidents_of_the_United_States_who_were_Freemasons
Haruki_Murakami	wikicat_Japanese_essayists
Adam_Smith	wikicat_Academics_of_the_University_of_Edinburgh
Moussa_N'Diaye	wikicat_AJ_Auxerre_players
Miskolc	wikicat_County_seats_in_Hungary
CAVE_(company)	wikicat_Companies_established_in_1994
Six-Day_War	wikicat_Cold_War_conflicts
Helena,_Montana	wikicat_Populated_places_established_in_1864
John_Rawls	wikicat_21st-century_philosophers
Standard_Liège	wikicat_Association_football_clubs_established_in_1898
Nicola_Legrottaglie	wikicat_A.C._Reggiana_1919_players
Tomer_Hemed	wikicat_People_from_Haifa_District
John_Henry_Newman	wikicat_Academics_of_University_College_Dublin
Madrid	wikicat_Capitals_in_Europe
Lionard_Pajoy	wikicat_Millonarios_Fútbol_Club_footballers
Albert_I_of_Belgium	wikicat_People_of_World_War_I
Mark_Randall_(footballer)	wikicat_Ascoli_Calcio_1898_players
Socialist_Party_(Portugal)	wordnet_party_108256968
IBM	wikicat_Companies_based_in_New_York
Marko_Simić	wikicat_Expatriate_footballers_in_Turkey
R._A._Salvatore	wikicat_21st-century_American_novelists
New_York_City	wikicat_States_of_the_United_States
Ewerthon	wikicat_Expatriate_footballers_in_Russia
Indonesia	wikicat_Southeast_Asian_countries
Binghamton,_New_York	wordnet_administrative_district_108491826
Cagayan_de_Oro	wikicat_Cities_in_the_Philippines
Miljan_Mrdaković	wikicat_Ethnikos_Achna_FC_players
Leith	wikicat_Red-light_districts_in_the_United_Kingdom
Flavio_Maestri	wikicat_1991_Copa_América_players
Bochum	wikicat_Cities_in_Germany
Festus_Agu	wikicat_1._FC_Schweinfurt_05_players
Salvador,_Bahia	wordnet_administrative_district_108491826
László_Répási	wikicat_Hungarian_footballers
Islamabad	wikicat_Capitals
Müller_(footballer)	wikicat_Brazil_international_footballers
Istanbul	wikicat_Roman_sites_in_Turkey
Golden_Globe_Award	wikicat_NBC_network_shows
John_Adams	wikicat_Fellows_of_the_American_Academy_of_Arts_and_Sciences
John_Henry_Newman	wikicat_Christian_saints
Herbert_Banks	wikicat_Aston_Villa_F.C._players
Scott_Crabbe	wikicat_Raith_Rovers_F.C._players
Robert_Kolendowicz	wikicat_K.R.C._Genk_players
Scott_Partridge	wikicat_Torquay_United_F.C._players
Sérgio_Organista	wikicat_Akademik_Sofia_players
Rodney_Rowe	wikicat_Wakefield_F.C._players
Shaun_Goater	wikicat_Bermuda_international_footballers
Jean-Paul_Sartre	wikicat_Meteorologists
Tenerife	wikicat_Canary_Islands
Prêt-à-Porter_(film)	wikicat_Films_directed_by_Robert_Altman
Suad_Fileković	wikicat_NK_Železničar_Maribor_players
Edward_Plunkett,_18th_Baron_of_Dunsany	wikicat_Irish_dramatists_and_playwrights
Rostock	wikicat_Port_cities_and_towns_of_the_Baltic_Sea
Gothenburg	wikicat_Port_cities_in_Sweden
Viterbo	wikicat_Communes_of_the_Province_of_Viterbo
Viktor_Fomin	wikicat_Ukrainian_football_managers
FK_Smederevo	wikicat_Association_football_clubs_established_in_1924
Valentyn_Slyusar	wikicat_Ukrainian_footballers
Caleb_Folan	wikicat_The_Football_League_players
Ralph_Black_(soccer)	wikicat_Living_people
Albert_Einstein	wikicat_German_writers
Silva_Batuta	wikicat_Botafogo_Futebol_Clube_(SP)_players
Order_of_the_Black_Eagle	wikicat_German_awards
Irvine,_North_Ayrshire	wikicat_Towns_in_North_Ayrshire
F.C._Porto	wikicat_Unrelegated_association_football_clubs
Borough_of_Boston	wordnet_administrative_district_108491826
Jessica_Simpson	wikicat_Actors
Ludwig_van_Beethoven	wikicat_Deaf_classical_musicians
Boston_Garden	wikicat_National_Basketball_Association_venues
Mauro_Bressan	wikicat_Italian_footballers
Vancouver	wikicat_Cities_in_British_Columbia
Debbie_Reynolds	wikicat_American_women_writers
Ezequiel_Miralles	wikicat_Argentine_expatriates_in_Chile
Florida_International_University	wordnet_university_108286569
Coral_Gables,_Florida	wikicat_Cities_in_Miami-Dade_County,_Florida
Alejandro_Fernández	wikicat_Ranchera_singers
Leonardo_da_Silva_Moura	wikicat_Campeonato_Brasileiro_Série_A_footballers
Ion_Dragoumis	wikicat_Diplomats
Éder_Aleixo_de_Assis	wikicat_Brazilian_expatriates_in_Turkey
Aziz_Ibrahimov	wikicat_Bohemians_1905_players
Tony_Morley	wikicat_England_B_international_footballers
Terence_Tao	wikicat_Australian_people_of_Chinese_descent
The_Story_of_Alexander_Graham_Bell	wikicat_Biographical_films
Isaiah_Morris	wikicat_American_expatriate_basketball_people_in_Venezuela
Alaa_Abdul-Zahra	wikicat_Iraq_international_footballers
Paulo_Almeida	wikicat_Expatriate_footballers_in_Portugal
Nicolae_Iorga	wikicat_Romanian_schoolteachers
Toba_Tek_Singh_District	wordnet_administrative_district_108491826
Luis_García_(footballer,_born_1981)	wikicat_Tigres_UANL_footballers
Grenoble	wordnet_commune_108541609
Novak_Martinović	wikicat_Red_Star_Belgrade_footballers
Emmanuel_Clottey	wikicat_2011_African_Nations_Championship_players
Rob_Lowe	wikicat_20th-century_American_male_actors
Corsicana,_Texas	wikicat_Populated_places_established_in_1848
Steven_Spielberg	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic
Poznań_County	wordnet_administrative_district_108491826
Jorge_Dely_Valdés	wikicat_Colorado_Rapids_players
Russ_Meyer	wikicat_American_people_of_German_descent
Diane_Arbus	wikicat_Women
Amasya	wikicat_Ancient_Greek_cities
Ermin_Rakovič	wikicat_NK_Domžale_players
Ashkan_Dejagah	wikicat_Bundesliga_players
Edgar_Faure	wikicat_Politicians_from_Languedoc-Roussillon
Ralph_Bellamy	wikicat_American_male_stage_actors
Arusha_Region	wikicat_Regions_of_Tanzania
João_Paulo_Pinto_Ribeiro	wikicat_Expatriate_footballers_in_Spain
Barry_Horne_(footballer)	wikicat_Wales_international_footballers
Julián_Kmet	wikicat_Newell's_Old_Boys_footballers
Syracuse_University	wordnet_university_108286569
Namysłów	wikicat_Cities_in_Silesia
Edmundston	wordnet_administrative_district_108491826
Iulian_Tameș	wikicat_Romanian_expatriate_footballers
Terence_Tao	wikicat_Flinders_University_alumni
Dănuț_Lupu	wikicat_Romanian_footballers
Dorge_Kouemaha	wikicat_Eintracht_Frankfurt_players
Hamm	wordnet_location_100027167
Marcelo_Estigarribia	wikicat_A.C._Chievo_Verona_players
Sidney_Sam	wikicat_People_from_Kiel
Glenn_Ford	wikicat_20th-century_American_actors
Arnold_Dwarika	wikicat_East_Fife_F.C._players
Willem-Alexander_of_the_Netherlands	wikicat_Leiden_University_alumni
Branimir_Petrović	wikicat_FK_Zeta_players
Sun_Yat-sen	wikicat_National_anthem_writers
Henryk_Kasperczak	wikicat_1974_FIFA_World_Cup_players
Ricardinho	wikicat_Living_people
Slobodan_Komljenović	wikicat_2._Bundesliga_players
Nabil_Abidallah	wikicat_Dutch_expatriates_in_Sweden
Samuel_Firmino_de_Jesus	wikicat_Brazilian_footballers
Heidelberg_University	wikicat_Universities_in_Germany
Port_Angeles,_Washington	wikicat_Micropolitan_areas_of_Washington_(state)
Cam'ron	wikicat_East_Coast_hip_hop_musicians
Kashmir_Valley	wikicat_Valleys_of_India
Fabrice_Pancrate	wikicat_Le_Mans_FC_players
University_of_Leeds	wordnet_university_108286569
Amauri	wikicat_AC_Bellinzona_players
Sporting_Clube_de_Goa	wikicat_I-League_clubs
Republic_of_Ireland_national_football_team	wikicat_National_sports_teams_of_Ireland
Daniel_Handler	wikicat_Writers_from_California
Sandomierz	wordnet_administrative_district_108491826
Bret_Michaels	wikicat_Nashville_Star_contestants
Haveri_district	wordnet_administrative_district_108491826
Marius_Lăcătuș	wikicat_UEFA_Euro_1996_players
Ricardo_Jesus	wikicat_Sport_Club_Internacional_players
Spennymoor_United_F.C.	wikicat_Association_football_clubs_established_in_1877
David_Thewlis	wikicat_Actors
Daft_Punk	wikicat_Walt_Disney_Records_artists
Martín_Bonjour	wikicat_Argentine_expatriates_in_Uruguay
Gresham,_Oregon	wikicat_Populated_places_established_in_1884
Rome	wikicat_Cities_and_towns_in_Lazio
Dante_Alighieri	wikicat_Medieval_writers
Danny_Webber	wikicat_Accrington_Stanley_F.C._players
Transnistria	wikicat_Areas_of_traditional_spread_of_Ukrainians_and_Ukrainian_language
Levan_Korgalidze	wikicat_Living_people
Al_Shabab_Al_Arabi_Club	wikicat_Association_football_clubs_established_in_1958
Henri_Bedimo	wikicat_Ligue_1_players
San_Juan,_Puerto_Rico	wikicat_Municipalities_of_Puerto_Rico
Matteo_Paro	wikicat_A.C._Siena_players
Júlio_Sérgio	wikicat_Campeonato_Brasileiro_Série_A_footballers
Ernest_King	wikicat_Grand_Officers_of_the_Order_of_the_Crown_(Belgium)
Lúcio	wikicat_2003_FIFA_Confederations_Cup_players
Rodrigo_Mendes	wikicat_Brazilian_footballers
Santa_Fe_(city,_Argentina)	wikicat_Capitals_of_Argentine_provinces
VSI_Tampa_Bay_FC	wikicat_Organizations_based_in_Florida
Antônio_Carlos_Jobim	wikicat_People_from_Rio_de_Janeiro_(city)
Gulf_War	wikicat_Wars_involving_the_United_Kingdom
Stuart_Baxter	wikicat_English_people_of_Scottish_descent
Rafael_Jacques	wikicat_Brazilian_footballers
Antonis_Rikka	wikicat_Skoda_Xanthi_F.C._players
Jamie_Reed_(footballer)	wikicat_Bangor_City_F.C._players
Omar_Larrosa	wikicat_Expatriate_football_managers_in_Malaysia
Alexander_Herzen	wikicat_Russian_people
Thomas_Jefferson	wikicat_American_gardeners
PFC_Spartak_Varna	wordnet_club_108227214
Bratislava	wikicat_Populated_places_on_the_Danube
Andrei_Chichkin	wikicat_FC_Metallurg_Lipetsk_players
Davy_Walsh	wikicat_Aston_Villa_F.C._players
Republic_of_Ireland	wikicat_Island_countries
William_Beaudine	wikicat_American_film_directors
Eason_Chan	wikicat_Hong_Kong_male_film_actors
Arthur_C._Clarke	wikicat_21st-century_British_novelists
Laos	wikicat_Member_states_of_La_Francophonie
Paulo_Pina	wikicat_Segunda_Liga_players
David_Burnside_(footballer)	wikicat_English_footballers
Kangana_Ndiwa	wikicat_Montrose_F.C._players
Paul_Okon	wikicat_Newcastle_Jets_FC_players
Ipoh	wordnet_administrative_district_108491826
Alexander_R._Todd,_Baron_Todd	wikicat_Life_peers
Prince_Philip,_Duke_of_Edinburgh	wikicat_Greek_people
Ludwig_van_Beethoven	wikicat_Opera_composers
Third_Crusade	wikicat_Wars_involving_Egypt
Stockport_Sports_F.C.	wordnet_club_108227214
Chiba	wikicat_Port_cities
Havant_&_Waterlooville_F.C.	wikicat_Football_clubs_in_Hampshire
Servet_Çetin	wikicat_Kartalspor_footballers
Kumbakonam	wikicat_Hindu_pilgrimage_sites
Maria_Bello	wikicat_People_from_Montgomery_County,_Pennsylvania
Joseph_Stiglitz	wikicat_Fellows_of_the_British_Academy
Valpaços_Municipality	wikicat_Municipalities_of_Portugal
Prague	wikicat_Capitals_in_Europe
University_of_Texas_at_Austin	wikicat_Public_universities
AFC_Ajax	wikicat_Association_football_clubs_established_in_1900
Gwyneth_Paltrow	wikicat_American_cookbook_writers
Julian_Schwinger	wikicat_Nobel_laureates_in_Physics
Iulian_Tameș	wikicat_Russian_Premier_League_players
Kanagawa	wikicat_Prefectures_of_Japan
Radcliffe_Borough_F.C.	wikicat_Northern_Premier_League_clubs
Madeleine_L'Engle	wikicat_Children's_writers
Groen_(political_party)	wikicat_Political_parties_established_in_1981
Dorados_de_Sinaloa	wikicat_Liga_MX_teams
Kielce	wikicat_City_counties_of_Poland
Newton,_Massachusetts	wikicat_Populated_places_on_the_Underground_Railroad
Florin_Tene	wikicat_Romanian_footballers
Democratic_Republic_of_the_Congo	wikicat_Countries
Nawaz_Sharif	wikicat_People_from_Jeddah
Whitley_Bay_F.C.	wikicat_Football_clubs_in_England
Ghana	wikicat_African_countries
Arabic_language	wikicat_Languages_of_Kuwait
Liam_George	wikicat_Bury_F.C._players
Tromsø	wikicat_Populated_places_of_Arctic_Norway
Oliver_Hardy	wikicat_Young_Harris_College_alumni
Order_of_the_Black_Eagle	wikicat_Orders_of_knighthood
Freetown	wikicat_Populated_coastal_places_in_Sierra_Leone
Saskatoon_John_G._Diefenbaker_International_Airport	wikicat_Airports_in_Canada
Motherwell_F.C.	wordnet_club_108227214
Homburg,_Saarland	wordnet_location_100027167
Freetown	wikicat_Capitals_in_Africa
Toruń	wikicat_Land_counties_of_Kuyavian-Pomeranian_Voivodeship
Bruno_Pesaola	wikicat_Serie_A_footballers
Edgar_Wallace	wikicat_Silent_film_directors
Javier_Saviola	wikicat_Association_football_forwards
Gerry_Francis	wikicat_English_football_managers
Greece_national_basketball_team	wikicat_National_sports_teams_of_Greece
Chris_Waddle	wikicat_English_expatriate_footballers
Jennifer_Connelly	wikicat_American_actresses
John_Ritter	wikicat_Male_actors_from_Los_Angeles,_California
Maria_Theresa_of_Austria	wikicat_Dukes_of_Brabant
Mickaël_Antoine-Curier	wikicat_Expatriate_footballers_in_Cyprus
Williamsburg,_Virginia	wikicat_Hampton_Roads
Michael_Madsen	wikicat_American_photographers
Dothan,_Alabama	wikicat_Cities_in_Dale_County,_Alabama
Centre_(French_region)	wikicat_NUTS_2_statistical_regions_of_the_European_Union
Liverpool	wikicat_Cities_in_England
Alexandros_Tziolis	wikicat_Living_people
Paula_Abdul	wikicat_Living_people
Mohamed_Sissoko	wikicat_Liverpool_F.C._players
Oborniki_County	wordnet_administrative_district_108491826
Western_Front_(World_War_II)	wordnet_conflict_100958896
Rangers_F.C.	wikicat_Scottish_Professional_Football_League_teams
Stephen_Hawking	wikicat_People_with_motor_neurone_disease
Logan_Bailly	wikicat_Footballers_at_the_2008_Summer_Olympics
Dai_Nagao	wikicat_Japanese_musicians
Tomislav_Erceg	wikicat_Croatian_footballers
Social_Democratic_Party_(Portugal)	wikicat_Liberal_parties_in_Europe
Ernest_Rutherford	wikicat_English_Nobel_laureates
Denver_Avalanche	wordnet_club_108227214
Watford	wikicat_Districts_of_England
Takashi_Hirano	wikicat_J._League_players
Shannen_Doherty	wikicat_American_stage_actors
Allan_Johnston	wikicat_Bolton_Wanderers_F.C._players
War_of_the_Second_Coalition	wikicat_Wars_involving_Great_Britain
FC_Girondins_de_Bordeaux	wikicat_Football_clubs_in_France
Josef_Hickersberger	wikicat_Kickers_Offenbach_players
Peterborough	wordnet_administrative_district_108491826
Santosh_Sivan	wikicat_Loyola_School,_Thiruvananthapuram_alumni
Albert_Kahn_(architect)	wikicat_German_people
Stephen_Hawking	wikicat_Officers_of_the_Order_of_the_British_Empire
Ezequiel_Miralles	wikicat_Grêmio_Foot-Ball_Porto_Alegrense_players
José_Emilio_Amavisca	wikicat_Spain_under-23_international_footballers
Tony_Ellis	wikicat_Living_people
Pirkanmaa	wikicat_Regions_of_Finland
Star_Wars	wikicat_Films_about_extraterrestrial_life
Chorzów	wordnet_administrative_district_108491826
Scary_Movie_4	wikicat_American_films
Serkan_Atak	wikicat_TFF_1._Lig_players
Contra_Costa_County,_California	wikicat_California_counties
Rizal	wikicat_States_and_territories_established_in_1901
Gaziantepspor	wikicat_Association_football_clubs_established_in_1969
Alicia_Keys	wikicat_American_child_actresses
Sam_Elliott	wikicat_American_male_television_actors
Pińczów_County	wikicat_Land_counties_of_Świętokrzyskie_Voivodeship
Saturn_Award	wikicat_Saturn_Awards
Goethe_University_Frankfurt	wikicat_Universities_and_colleges_in_Hesse
David_Bohm	wikicat_American_philosophers
Talbot_Rothwell	wikicat_People_from_Bromley
Basket_Club_Ferrara	wikicat_Sports_clubs_established_in_1999
Józef_Piłsudski	wikicat_Polish_Socialist_Party_politicians
Rowan_Atkinson	wikicat_English_comedy_writers
Harz	wikicat_Mountain_ranges
Minneapolis	wikicat_Minnesota_populated_places_on_the_Mississippi_River
Denys_Sokolovskyi	wikicat_FC_Kryvbas_Kryvyi_Rih_players
Igor_Mostarlić	wikicat_Croatian_footballers
Julianne_Moore	wikicat_21st-century_women_writers
Albert_Einstein	wikicat_Swiss_physicists
Enrico_Fermi	wikicat_Italian_academics
Blagoevgrad	wikicat_Cities_in_Bulgaria
Uwe_Rapolder	wikicat_German_footballers
Bill_Lenny	wikicat_People_from_London
Carl_Sagan	wikicat_American_UFO_writers
William_Townley	wikicat_English_football_managers
Fort_Bragg	wikicat_Census-designated_places_in_North_Carolina
Kosta_Barbarouses	wikicat_New_Zealand_international_footballers
Álava	wikicat_Wine_regions_of_Spain
Jean-Luc_Godard	wikicat_Actors
Rosa_Luxemburg	wikicat_People_associated_with_the_University_of_Zurich
Radzyń_Podlaski	wikicat_Populated_places_established_in_the_1460s
Primetime_Emmy_Award	wikicat_Annual_television_programs
Patrick_Mtiliga	wikicat_FC_Nordsjælland_players
Ciaran_Donnelly	wikicat_A.F.C._Blackpool_players
Aníbal_Cavaco_Silva	wikicat_Government_ministers_of_Portugal
John_Quincy_Adams	wikicat_Ambassadors_of_the_United_States_to_Russia
Oliver_Bierhoff	wikicat_People_from_Karlsruhe
Second_Intifada	wikicat_Public_holidays_in_Palestine
Mitchell_Piqué	wikicat_Eredivisie_players
FK_Beograd	wikicat_Football_clubs_in_Serbia
Oliver_Bierhoff	wikicat_Expatriate_footballers_in_Italy
Friesland	wordnet_administrative_district_108491826
Russian_Academy_of_Sciences	wikicat_Academies_of_sciences
Charlotte_Amalie,_United_States_Virgin_Islands	wikicat_Capitals_in_North_America
University_of_Pittsburgh	wikicat_Urban_13_universities
Faustino_Asprilla	wikicat_Expatriate_footballers_in_Brazil
John_Steinbeck	wikicat_Writers_of_modern_Arthurian_fiction
Patrick_Mtiliga	wikicat_Eredivisie_players
Bradley_Cooper	wikicat_American_film_producers
Wetzlar	wikicat_States_and_territories_established_in_the_12th_century
Ernest_Rutherford	wikicat_Experimental_physicists
Ted_Purdon	wikicat_Toronto_City_players
Romy_Schneider	wikicat_German_actresses
Perth	wordnet_site_108651247
Jamie_Brooks_(footballer)	wikicat_Witney_Town_F.C._players
Torku_Konyaspor	wikicat_Association_football_clubs_established_in_1981
Spanish_language	wikicat_Languages_of_Trinidad_and_Tobago
FC_Dordrecht	wikicat_Association_football_clubs_established_in_1883
Denis_Caniza	wikicat_1999_Copa_América_players
Kabul_International_Airport	wordnet_airport_102692232
Eisleben	wikicat_Landmarks_in_Germany
Anzour_Nafash	wikicat_People_from_Nalchik
Calcio_Catania	wikicat_Association_football_clubs_established_in_1908
Paula_Abdul	wikicat_Jewish_singers
Peter_Neururer	wikicat_VfL_Bochum_managers
CD_Huachipato	wikicat_Football_clubs_in_Chile
F.B.C._Unione_Venezia	wikicat_Lega_Pro_Prima_Divisione_clubs
Hannes_Sigurðsson	wikicat_Expatriate_footballers_in_Denmark
Jane_Wyman	wikicat_20th-century_actors
Bujumbura	wikicat_Capitals_in_Africa
Arthur_C._Clarke	wikicat_Critics_of_religions
Pinhel	wikicat_Cities_in_Portugal
Georgia_national_football_team	wordnet_football_team_108080025
Valur_Football_Club	wikicat_Basketball_teams_in_Iceland
Eugène_Ionesco	wikicat_Romanian_dramatists_and_playwrights
Arnold_Schwarzenegger	wikicat_State_governors_of_the_United_States
Juan_Manuel_Olivera	wikicat_Peñarol_players
Nijmegen	wikicat_University_towns_in_the_Netherlands
Émile_Durkheim	wikicat_Men_sociologists
Legia_Warsaw	wikicat_Multi-sport_clubs_in_Poland
SRI_International	wikicat_Multidisciplinary_research_institutes
José_Burtovoy	wikicat_Expatriate_footballers_in_Bolivia
Fred_Astaire	wikicat_People_from_Omaha,_Nebraska
Abu_Dhabi	wikicat_Capitals_in_Asia
Ricardinho	wikicat_Brazilian_footballers
